cell_id	donor_id	cytotoxicity	treg_activation	central_memory	scaled_age	sex	scaled_log_nUMI	percent_mito	gPC1	gPC2	gPC3	gPC4	gPC5	ePC1	ePC2	ePC3	ePC4	ePC5
cell_003579	donor_265	0.714365	-0.918233	-0.267071	-2.128052	F	2.088662	0.01859	-0.01115	-0.009083	-0.02825	-0.005722	0.010901	-0.489713	-0.035321	0.420297	-0.587221	0.88141
cell_003580	donor_265	-0.235109	-0.537982	-1.710212	-2.128052	F	2.701048	0.03434	-0.01115	-0.009083	-0.02825	-0.005722	0.010901	0.582476	-0.179959	-0.826431	-0.090661	2.11067
cell_003581	donor_265	-0.677622	1.389199	-0.381144	-2.128052	F	2.221439	0.02133	-0.01115	-0.009083	-0.02825	-0.005722	0.010901	-0.757429	1.530781	-1.755182	-0.860786	-0.54263
cell_003582	donor_265	-0.103254	0.140526	2.218141	-2.128052	F	2.283927	0.07149	-0.01115	-0.009083	-0.02825	-0.005722	0.010901	0.949089	0.055357	1.310072	-0.332642	-0.05386
cell_003583	donor_265	0.008875	1.093945	-0.598180	-2.128052	F	2.640345	0.03359	-0.01115	-0.009083	-0.02825	-0.005722	0.010901	-0.328681	2.026401	-1.120241	-0.508197	-0.977962
cell_003584	donor_265	-0.259399	0.012553	-0.774133	-2.128052	F	1.884236	0.07256	-0.01115	-0.009083	-0.02825	-0.005722	0.010901	0.573312	-1.14101	1.822146	0.08068	0.41238
cell_003585	donor_265	-0.203718	0.888051	-0.800365	-2.128052	F	1.581234	0.0216	-0.01115	-0.009083	-0.02825	-0.005722	0.010901	0.463102	-0.020059	0.121664	0.084731	0.519243
cell_003586	donor_265	0.000089	0.708734	-0.824466	-2.128052	F	2.707339	0.06055	-0.01115	-0.009083	-0.02825	-0.005722	0.010901	-0.822369	-0.992078	0.820968	-0.001918	-2.006452
cell_003587	donor_265	1.095414	0.072883	-0.165123	-2.128052	F	2.054609	0.03236	-0.01115	-0.009083	-0.02825	-0.005722	0.010901	-0.47519	1.529974	-0.160377	-0.530991	-1.494794
cell_003588	donor_266	-2.008148	-0.373612	0.371592	-1.549263	M	2.35744	0.04673	-0.00132	-0.021987	-0.03046	0.042237	0.006503	-0.567831	-1.163753	0.429205	0.049293	-0.363463
cell_003589	donor_266	1.745345	0.567889	1.126216	-1.549263	M	1.695068	0.00561	-0.00132	-0.021987	-0.03046	0.042237	0.006503	-0.762218	1.52644	-0.705317	-0.701599	-0.242968
cell_003590	donor_266	-1.209105	-0.126822	1.220746	-1.549263	M	2.155411	0.03697	-0.00132	-0.021987	-0.03046	0.042237	0.006503	-0.103119	0.482046	0.930445	0.855573	2.429894
cell_003591	donor_266	-0.887734	0.965223	0.733318	-1.549263	M	1.561227	0.00862	-0.00132	-0.021987	-0.03046	0.042237	0.006503	-1.692874	0.230851	-0.520507	2.00976	0.175603
cell_003592	donor_266	0.274724	-0.328703	-0.986295	-1.549263	M	2.025496	0.03514	-0.00132	-0.021987	-0.03046	0.042237	0.006503	-2.029672	0.434214	0.266832	0.757746	-0.723531
cell_003593	donor_266	1.775379	0.631863	0.340616	-1.549263	M	1.740831	0.00037	-0.00132	-0.021987	-0.03046	0.042237	0.006503	0.327827	-0.270486	-0.671362	0.342724	0.152785
cell_003594	donor_266	-0.412850	0.037872	0.164717	-1.549263	M	1.648938	0.02812	-0.00132	-0.021987	-0.03046	0.042237	0.006503	1.050053	0.026989	0.603903	-1.207434	1.394517
cell_003595	donor_266	0.399876	0.734340	-0.782472	-1.549263	M	1.878751	0.05191	-0.00132	-0.021987	-0.03046	0.042237	0.006503	-0.777201	0.902931	0.263119	0.136324	0.760345
cell_003596	donor_266	-1.466597	0.084281	-1.747217	-1.549263	M	1.082644	0.04095	-0.00132	-0.021987	-0.03046	0.042237	0.006503	-2.139982	-0.573524	0.74613	1.922093	-0.024358
cell_003597	donor_266	-0.323661	-0.509190	0.491748	-1.549263	M	1.536039	0.00532	-0.00132	-0.021987	-0.03046	0.042237	0.006503	-2.437629	-0.317219	-0.06015	1.109459	0.048343
cell_003598	donor_266	1.982597	-1.944591	2.274185	-1.549263	M	2.312966	0.00797	-0.00132	-0.021987	-0.03046	0.042237	0.006503	-1.276725	0.963497	0.568317	-0.699094	0.719873
cell_003599	donor_266	-0.233075	0.347809	-1.414832	-1.549263	M	2.139067	0.03994	-0.00132	-0.021987	-0.03046	0.042237	0.006503	-0.546614	-0.298208	-0.529688	-0.309941	0.90676
cell_003600	donor_266	0.996872	0.041473	-0.061467	-1.549263	M	1.570325	0.06162	-0.00132	-0.021987	-0.03046	0.042237	0.006503	-1.785785	1.104129	0.176325	-0.390085	0.020763
cell_003601	donor_266	-1.937385	0.073797	0.845828	-1.549263	M	2.219149	0.01072	-0.00132	-0.021987	-0.03046	0.042237	0.006503	-0.908976	-1.631723	-0.880778	-1.895489	-1.352642
cell_003602	donor_267	-0.236279	1.174199	1.132895	1.985406	F	1.648715	0.07195	-0.016481	0.009236	0.043784	0.012409	-0.055741	-1.622752	1.223819	-1.284211	-0.041246	1.116737
cell_003603	donor_267	-0.641095	1.595114	0.045295	1.985406	F	2.288786	0.02987	-0.016481	0.009236	0.043784	0.012409	-0.055741	0.850089	-0.295136	-0.290576	0.180151	2.112228
cell_003604	donor_267	0.049745	0.098981	0.069316	1.985406	F	1.953744	0.00917	-0.016481	0.009236	0.043784	0.012409	-0.055741	0.413047	0.66822	2.266397	0.277826	1.147859
cell_003605	donor_267	-2.630133	-0.185506	-1.363946	1.985406	F	1.869951	0.00122	-0.016481	0.009236	0.043784	0.012409	-0.055741	0.477725	0.463158	-0.963339	-1.129152	-0.512316
cell_003606	donor_267	1.626336	1.586083	0.851938	1.985406	F	1.963575	0.0454	-0.016481	0.009236	0.043784	0.012409	-0.055741	0.881935	0.834466	1.333186	-0.011104	0.537742
cell_003607	donor_267	-0.238467	-1.008015	-0.657581	1.985406	F	3.023811	0.03259	-0.016481	0.009236	0.043784	0.012409	-0.055741	0.541996	-0.107494	-0.321535	-1.484998	-0.152535
cell_003608	donor_267	1.942642	-0.692197	-2.355595	1.985406	F	1.696479	0.05964	-0.016481	0.009236	0.043784	0.012409	-0.055741	-0.104001	1.134387	1.232992	0.145713	2.063383
cell_003609	donor_267	1.030166	1.500503	1.659216	1.985406	F	2.090623	0.00604	-0.016481	0.009236	0.043784	0.012409	-0.055741	0.189987	1.03292	-0.100074	-1.140151	-0.425219
cell_003610	donor_267	1.038348	1.201520	0.052934	1.985406	F	2.312547	0.03237	-0.016481	0.009236	0.043784	0.012409	-0.055741	1.474051	-0.264202	-0.466498	-0.004066	-0.389497
cell_003611	donor_267	-2.076296	0.027881	0.621573	1.985406	F	1.615035	0.03014	-0.016481	0.009236	0.043784	0.012409	-0.055741	1.193759	1.885455	0.005935	0.540456	0.971875
cell_003612	donor_267	-0.135270	-0.180836	-0.964118	1.985406	F	1.362297	0.02714	-0.016481	0.009236	0.043784	0.012409	-0.055741	0.108548	-0.877912	-0.409443	0.412023	0.393812
cell_003613	donor_267	-1.001739	1.838149	1.874346	1.985406	F	1.759561	0.02235	-0.016481	0.009236	0.043784	0.012409	-0.055741	-1.792189	-0.436621	-0.737007	0.882292	-0.698241
cell_003614	donor_267	-0.002647	0.281524	-0.980858	1.985406	F	2.303785	0.02275	-0.016481	0.009236	0.043784	0.012409	-0.055741	-0.461147	-0.496091	0.791332	0.968844	0.493574
cell_003615	donor_268	0.642575	1.759649	-1.529231	-0.6565	F	1.863199	0.03349	0.053046	-0.036985	-0.00412	-0.022668	-0.0148	1.106409	1.235415	-1.810309	0.591911	-0.369799
cell_003616	donor_268	0.463883	0.539022	0.527607	-0.6565	F	1.907558	0.03605	0.053046	-0.036985	-0.00412	-0.022668	-0.0148	-1.256748	-0.319734	0.730861	1.455247	-1.3451
cell_003617	donor_268	1.642818	2.036018	-0.233484	-0.6565	F	2.364308	0.03505	0.053046	-0.036985	-0.00412	-0.022668	-0.0148	0.618416	1.965629	1.830754	-3.453305	2.17888
cell_003618	donor_268	0.673174	0.084234	-0.632115	-0.6565	F	1.677463	0.05412	0.053046	-0.036985	-0.00412	-0.022668	-0.0148	0.961041	-2.307383	-0.765661	1.257764	0.360286
cell_003619	donor_268	0.270814	0.671500	0.216929	-0.6565	F	1.964498	0.00597	0.053046	-0.036985	-0.00412	-0.022668	-0.0148	-0.573956	0.066463	0.545919	-0.579269	-0.127117
cell_003620	donor_268	-0.881181	-0.463561	-0.455907	-0.6565	F	1.394464	0.00623	0.053046	-0.036985	-0.00412	-0.022668	-0.0148	0.896917	-0.700819	-1.356988	-0.637312	-0.888912
cell_003621	donor_268	-0.842444	0.313540	0.418112	-0.6565	F	2.128288	0.05034	0.053046	-0.036985	-0.00412	-0.022668	-0.0148	-0.604867	-1.727459	0.235621	0.867601	-0.811728
cell_003622	donor_268	0.979518	-0.857622	-0.577479	-0.6565	F	2.091803	0.01113	0.053046	-0.036985	-0.00412	-0.022668	-0.0148	-0.651969	-0.187387	-0.911305	0.983783	-0.888661
cell_003623	donor_268	1.554569	-0.164496	0.030131	-0.6565	F	2.318215	0.02241	0.053046	-0.036985	-0.00412	-0.022668	-0.0148	-0.525899	-0.763268	1.007477	-0.231079	1.993109
cell_003624	donor_268	-0.175104	1.133031	1.171809	-0.6565	F	1.541898	0.01776	0.053046	-0.036985	-0.00412	-0.022668	-0.0148	0.353765	1.158431	-0.324272	-0.942621	-0.033161
cell_003625	donor_268	1.113208	0.026568	-0.872436	-0.6565	F	1.923245	0.01733	0.053046	-0.036985	-0.00412	-0.022668	-0.0148	-0.679044	-1.998529	1.01352	0.032743	-0.700302
cell_003626	donor_268	1.925213	0.856309	-0.456659	-0.6565	F	1.488612	0.00083	0.053046	-0.036985	-0.00412	-0.022668	-0.0148	0.376272	0.046933	1.409791	0.432817	-0.156919
cell_003627	donor_269	1.423819	-0.535609	1.410703	1.90346	M	1.901557	0.01861	0.005688	-0.04142	-0.001805	0.022947	-0.016865	0.693428	-0.035964	0.183833	1.226167	-1.168572
cell_003628	donor_269	1.478285	-0.921483	0.581758	1.90346	M	2.592715	0.04299	0.005688	-0.04142	-0.001805	0.022947	-0.016865	-0.863274	-0.419357	-0.273029	1.156539	-1.414699
cell_003629	donor_269	0.782191	2.614909	-0.742301	1.90346	M	1.871699	0.02992	0.005688	-0.04142	-0.001805	0.022947	-0.016865	-0.0295	-0.550778	1.700482	0.883848	0.238692
cell_003630	donor_269	1.432543	0.017346	-1.241364	1.90346	M	1.453632	0.04009	0.005688	-0.04142	-0.001805	0.022947	-0.016865	0.968843	-1.31944	2.027504	-0.841854	1.25695
cell_003631	donor_269	-0.119987	0.002465	-1.058890	1.90346	M	1.728048	0.02008	0.005688	-0.04142	-0.001805	0.022947	-0.016865	0.551651	0.264325	1.215225	0.996582	0.107382
cell_003632	donor_269	0.312174	0.957809	0.238201	1.90346	M	1.355619	0.04806	0.005688	-0.04142	-0.001805	0.022947	-0.016865	-0.421599	0.123029	-0.102807	0.353991	1.02059
cell_003633	donor_269	-0.541844	-0.148472	-0.004543	1.90346	M	1.481691	0.01983	0.005688	-0.04142	-0.001805	0.022947	-0.016865	0.468568	0.18487	-0.653967	0.324657	-1.695933
cell_003634	donor_269	0.217322	1.109831	0.271940	1.90346	M	2.268395	0.01217	0.005688	-0.04142	-0.001805	0.022947	-0.016865	-0.797507	0.606242	0.885187	-0.020663	0.200991
cell_003635	donor_269	-1.402697	-0.562321	0.166021	1.90346	M	1.421487	0.03633	0.005688	-0.04142	-0.001805	0.022947	-0.016865	0.370261	0.681436	-0.201409	-0.98296	0.387174
cell_003636	donor_269	1.124124	1.297846	1.774685	1.90346	M	2.124931	0.04535	0.005688	-0.04142	-0.001805	0.022947	-0.016865	1.958305	-0.922453	-0.126913	-0.386246	2.413198
cell_003637	donor_269	0.130614	0.763309	-1.454462	1.90346	M	2.010297	0.01882	0.005688	-0.04142	-0.001805	0.022947	-0.016865	-0.960725	-0.160458	-0.364686	-1.254347	-1.308659
cell_003638	donor_269	0.429882	-1.075264	-0.062539	1.90346	M	1.787389	0.05398	0.005688	-0.04142	-0.001805	0.022947	-0.016865	0.568383	0.708653	-0.5595	1.408996	-2.250813
cell_003639	donor_269	3.029838	0.303554	-0.863813	1.90346	M	2.09094	0.01299	0.005688	-0.04142	-0.001805	0.022947	-0.016865	-1.258472	-0.824721	-0.008953	-0.450907	-0.201047
cell_003640	donor_269	0.407789	-0.517075	-0.960744	1.90346	M	1.624935	0.04341	0.005688	-0.04142	-0.001805	0.022947	-0.016865	0.485056	1.457069	0.802431	0.056153	-0.080142
cell_003641	donor_270	2.103140	1.066812	0.345537	0.403155	F	2.336338	0.0649	-0.027806	-0.002786	-0.006767	-0.011905	-0.023767	1.101412	1.884235	0.638293	-0.490105	0.259228
cell_003642	donor_270	-0.391823	-0.310789	1.542482	0.403155	F	1.720664	0.03073	-0.027806	-0.002786	-0.006767	-0.011905	-0.023767	0.580312	-0.555146	0.865755	0.264042	1.164658
cell_003643	donor_270	0.306578	-3.082805	2.420939	0.403155	F	1.845453	0.02547	-0.027806	-0.002786	-0.006767	-0.011905	-0.023767	-0.976742	-1.741478	-0.392754	0.023737	-1.800903
cell_003644	donor_270	0.183062	0.343369	1.086695	0.403155	F	1.79786	0.02789	-0.027806	-0.002786	-0.006767	-0.011905	-0.023767	-0.608458	1.283556	0.533284	0.138228	-1.055784
cell_003645	donor_270	0.465403	0.746909	-0.423723	0.403155	F	2.275789	0.06257	-0.027806	-0.002786	-0.006767	-0.011905	-0.023767	1.250282	-0.417346	0.094994	0.407402	0.171251
cell_003646	donor_270	-1.229795	0.280233	1.431615	0.403155	F	2.217778	0.03806	-0.027806	-0.002786	-0.006767	-0.011905	-0.023767	1.491778	0.575114	0.338342	-0.08643	0.431906
cell_003647	donor_270	-0.647803	-0.728024	1.221019	0.403155	F	0.95132	0.07288	-0.027806	-0.002786	-0.006767	-0.011905	-0.023767	-0.209996	0.189379	-0.341714	-0.499433	-0.916059
cell_003648	donor_270	-0.457245	-0.410560	-0.373144	0.403155	F	2.101697	0.03559	-0.027806	-0.002786	-0.006767	-0.011905	-0.023767	-0.271191	-0.336795	1.829376	0.992105	-0.134026
cell_003649	donor_270	-0.064981	-1.573638	-0.539340	0.403155	F	1.302163	0.01692	-0.027806	-0.002786	-0.006767	-0.011905	-0.023767	-0.423312	0.615055	1.942279	0.79656	-1.720054
cell_003650	donor_270	0.230368	0.223238	1.157993	0.403155	F	1.863471	0.01833	-0.027806	-0.002786	-0.006767	-0.011905	-0.023767	0.863165	1.04032	2.199239	-0.248346	0.138569
cell_003651	donor_270	1.839392	1.512483	0.914652	0.403155	F	1.95673	0.03123	-0.027806	-0.002786	-0.006767	-0.011905	-0.023767	0.45024	-0.763978	-0.854575	0.399358	-1.543029
cell_003652	donor_270	-0.148735	-0.623069	0.017878	0.403155	F	1.859177	0.01083	-0.027806	-0.002786	-0.006767	-0.011905	-0.023767	-1.317023	0.815677	0.497839	1.249741	0.463233
cell_003653	donor_270	0.585579	0.821938	0.623086	0.403155	F	2.200328	0.0205	-0.027806	-0.002786	-0.006767	-0.011905	-0.023767	0.010423	1.289069	-0.42287	-0.333338	-0.064518
cell_003654	donor_270	-0.121175	0.786862	1.260873	0.403155	F	2.288031	0.02094	-0.027806	-0.002786	-0.006767	-0.011905	-0.023767	0.450465	-0.066622	-1.485048	-0.266592	-0.031557
cell_003655	donor_271	0.880160	-0.032013	-0.833849	-0.049758	F	1.690614	0.0348	0.010384	0.011905	-0.021313	-0.018545	0.00273	0.11482	-0.4494	0.505616	-1.610526	0.41576
cell_003656	donor_271	-0.857567	-0.681218	0.257075	-0.049758	F	1.676081	0.06884	0.010384	0.011905	-0.021313	-0.018545	0.00273	1.79286	-0.606808	0.05761	-0.247025	-0.23017
cell_003657	donor_271	0.519804	-1.414532	-0.503995	-0.049758	F	1.985612	0.0311	0.010384	0.011905	-0.021313	-0.018545	0.00273	-1.028469	1.991559	0.385785	-0.670797	-0.784646
cell_003658	donor_271	0.243285	-0.899680	0.433904	-0.049758	F	1.382507	0.00845	0.010384	0.011905	-0.021313	-0.018545	0.00273	0.061501	-2.167673	1.052822	-0.513851	0.388794
cell_003659	donor_271	-0.307428	-0.723420	0.053205	-0.049758	F	1.809209	0.01172	0.010384	0.011905	-0.021313	-0.018545	0.00273	0.435598	0.965299	0.492626	0.743175	1.019065
cell_003660	donor_271	0.392280	-0.848529	-0.242612	-0.049758	F	2.539231	0.03525	0.010384	0.011905	-0.021313	-0.018545	0.00273	-0.330246	2.151387	0.352874	-0.027982	-0.841104
cell_003661	donor_271	0.467678	-0.762090	-1.657757	-0.049758	F	1.39748	0.03186	0.010384	0.011905	-0.021313	-0.018545	0.00273	-0.207049	0.401856	0.095277	1.827448	-0.389985
cell_003662	donor_271	-1.536574	-0.418051	-1.318418	-0.049758	F	1.863953	0.06249	0.010384	0.011905	-0.021313	-0.018545	0.00273	0.67931	-1.125548	2.183208	-1.193637	2.074284
cell_003663	donor_271	-0.347722	1.664943	-1.378598	-0.049758	F	1.76308	0.0492	0.010384	0.011905	-0.021313	-0.018545	0.00273	-0.135839	-2.234552	1.352038	0.082325	-0.453441
cell_003664	donor_271	-0.282605	2.132305	0.408130	-0.049758	F	2.802107	0.0486	0.010384	0.011905	-0.021313	-0.018545	0.00273	0.641682	0.664408	0.414583	1.135039	0.252549
cell_003665	donor_271	-0.367723	-0.156883	0.429363	-0.049758	F	1.784856	0.02566	0.010384	0.011905	-0.021313	-0.018545	0.00273	0.649724	-0.521764	0.765564	-0.517402	-1.124541
cell_003666	donor_271	1.695772	-0.530854	-0.757610	-0.049758	F	1.808076	0.05198	0.010384	0.011905	-0.021313	-0.018545	0.00273	-0.206262	-0.275781	0.92775	-1.453201	1.093633
cell_003667	donor_272	-1.378809	0.103096	-1.405687	-1.500605	F	1.587694	0.01208	-0.019299	0.003573	0.029361	-0.001196	-0.024272	-0.622975	-2.464895	-1.207389	-0.307535	0.444226
cell_003668	donor_272	-0.463783	-0.908683	1.074124	-1.500605	F	2.003729	0.04937	-0.019299	0.003573	0.029361	-0.001196	-0.024272	-0.133299	-1.209539	-0.778535	-1.19286	0.258756
cell_003669	donor_272	-0.508396	0.396930	-1.604092	-1.500605	F	2.108067	0.02435	-0.019299	0.003573	0.029361	-0.001196	-0.024272	-0.090593	0.613772	-1.770198	-0.533983	2.028798
cell_003670	donor_272	0.131507	-1.203160	-0.425648	-1.500605	F	1.645672	0.00104	-0.019299	0.003573	0.029361	-0.001196	-0.024272	0.641034	-0.296107	-0.987354	1.107748	1.532671
cell_003671	donor_272	2.211203	0.932174	-0.128413	-1.500605	F	2.395489	0.04186	-0.019299	0.003573	0.029361	-0.001196	-0.024272	-1.148668	-1.054069	0.278801	0.372284	0.482778
cell_003672	donor_272	3.198942	-0.915175	1.165216	-1.500605	F	2.108425	0.05795	-0.019299	0.003573	0.029361	-0.001196	-0.024272	1.84337	-0.971488	0.039858	0.721194	0.710419
cell_003673	donor_272	-1.532674	-0.243923	-1.347790	-1.500605	F	2.34076	0.02187	-0.019299	0.003573	0.029361	-0.001196	-0.024272	-0.647815	-0.608324	-0.459222	1.703457	-0.978471
cell_003674	donor_272	0.257276	0.055970	-0.307665	-1.500605	F	1.868746	0.06126	-0.019299	0.003573	0.029361	-0.001196	-0.024272	-0.32431	0.775452	-1.088812	0.258018	-1.899531
cell_003675	donor_272	1.092057	-0.567099	0.326852	-1.500605	F	2.097274	0.00312	-0.019299	0.003573	0.029361	-0.001196	-0.024272	0.192601	0.052375	0.16361	-0.868932	0.227724
cell_003676	donor_272	0.820555	-1.483221	-0.748414	-1.500605	F	1.914761	0.00606	-0.019299	0.003573	0.029361	-0.001196	-0.024272	-0.039048	1.29912	0.637841	-1.448982	-0.832585
cell_003677	donor_273	0.053861	0.630153	1.421238	0.004669	F	2.583073	0.02707	0.007842	-0.003553	-0.003003	0.009506	0.013821	-0.616357	0.180386	-0.169117	-0.173255	2.817733
cell_003678	donor_273	-0.215880	-0.316471	-0.872596	0.004669	F	2.046506	0.02258	0.007842	-0.003553	-0.003003	0.009506	0.013821	-0.512897	1.390866	-0.147361	-2.178524	0.191325
cell_003679	donor_273	0.329984	-0.297118	-0.274032	0.004669	F	2.003502	0.01666	0.007842	-0.003553	-0.003003	0.009506	0.013821	1.119231	0.633447	0.25615	0.023726	-0.494659
cell_003680	donor_273	-0.093889	0.551628	-0.563731	0.004669	F	1.816703	0.03267	0.007842	-0.003553	-0.003003	0.009506	0.013821	0.896236	-0.434203	-0.640337	0.410632	-0.300074
cell_003681	donor_273	-0.772158	0.431724	-3.025725	0.004669	F	1.793615	0.01943	0.007842	-0.003553	-0.003003	0.009506	0.013821	1.280865	0.46728	-0.77797	-1.144727	-0.573592
cell_003682	donor_273	-0.603678	-1.151309	1.203258	0.004669	F	2.095089	0.02282	0.007842	-0.003553	-0.003003	0.009506	0.013821	2.337957	-0.237573	0.758278	-1.305647	-1.083081
cell_003683	donor_273	-0.440933	-0.560716	-0.048622	0.004669	F	2.327835	0.03557	0.007842	-0.003553	-0.003003	0.009506	0.013821	-0.188432	1.701098	-1.290734	-0.629735	0.901694
cell_003684	donor_273	-0.595372	-0.402648	0.097110	0.004669	F	1.726177	0.01665	0.007842	-0.003553	-0.003003	0.009506	0.013821	1.592589	0.437403	0.675868	-0.896922	-1.322921
cell_003685	donor_273	-0.422040	-0.429217	-1.010158	0.004669	F	2.050632	0.02788	0.007842	-0.003553	-0.003003	0.009506	0.013821	-1.145824	-0.873358	0.225602	-1.219638	0.250401
cell_003686	donor_273	-1.153784	0.060637	0.306601	0.004669	F	2.073668	0.01709	0.007842	-0.003553	-0.003003	0.009506	0.013821	-0.315187	-0.562518	0.885038	-0.959031	1.435704
cell_003687	donor_273	-1.428157	0.759941	0.764048	0.004669	F	2.143345	0.00589	0.007842	-0.003553	-0.003003	0.009506	0.013821	0.830843	-0.990102	1.202236	-1.108237	1.29308
cell_003688	donor_274	0.974689	0.299889	0.637082	1.892184	F	1.317001	0.04527	0.00071	-0.001214	0.041271	0.024011	0.016671	0.332934	-1.579123	-1.295378	-0.404975	0.867796
cell_003689	donor_274	2.185026	-0.301522	-1.045692	1.892184	F	1.630107	0.06416	0.00071	-0.001214	0.041271	0.024011	0.016671	-0.17069	-0.195621	0.040169	-1.995084	0.824225
cell_003690	donor_274	-1.534060	1.755674	1.768787	1.892184	F	1.453662	0.05129	0.00071	-0.001214	0.041271	0.024011	0.016671	1.339658	0.789361	-0.423486	-0.885041	-1.081937
cell_003691	donor_274	-0.924600	-0.727321	-0.323991	1.892184	F	2.013154	0.03663	0.00071	-0.001214	0.041271	0.024011	0.016671	-1.133141	2.264563	-0.078823	0.904686	0.849638
cell_003692	donor_274	1.224257	-1.287302	-1.966620	1.892184	F	1.639611	0.01717	0.00071	-0.001214	0.041271	0.024011	0.016671	0.14261	-0.931655	0.518694	-1.082524	0.602305
cell_003693	donor_274	2.167514	0.312373	0.454413	1.892184	F	1.801504	0.02426	0.00071	-0.001214	0.041271	0.024011	0.016671	-1.036876	-0.43616	-0.437834	1.398952	-2.434096
cell_003694	donor_274	-0.205106	0.465785	-1.514206	1.892184	F	1.522288	0.05114	0.00071	-0.001214	0.041271	0.024011	0.016671	2.330786	-0.805905	-0.123362	0.413307	0.327615
cell_003695	donor_274	-0.840921	0.105158	-2.270891	1.892184	F	1.838705	0.01563	0.00071	-0.001214	0.041271	0.024011	0.016671	0.84363	0.610373	2.036995	0.731596	-0.117362
cell_003696	donor_274	-0.302518	-0.364164	-0.302690	1.892184	F	1.550359	0.02273	0.00071	-0.001214	0.041271	0.024011	0.016671	-0.553013	-0.578854	1.293244	1.755202	1.004101
cell_003697	donor_274	-0.551082	-0.995892	-1.822032	1.892184	F	2.303163	0.04468	0.00071	-0.001214	0.041271	0.024011	0.016671	-3.164421	-2.24715	-0.007562	-0.166692	0.019909
cell_003698	donor_274	0.144747	-0.300124	-1.375282	1.892184	F	2.191691	0.00723	0.00071	-0.001214	0.041271	0.024011	0.016671	1.251742	1.20189	0.174913	-1.523881	-1.229204
cell_003699	donor_274	0.062533	-0.294950	-0.461024	1.892184	F	2.060092	0.03847	0.00071	-0.001214	0.041271	0.024011	0.016671	0.067429	0.416823	-1.217309	0.660522	-1.752376
cell_003700	donor_274	-2.156895	0.682768	-1.233051	1.892184	F	1.879223	0.03754	0.00071	-0.001214	0.041271	0.024011	0.016671	-2.66316	-0.875127	1.373063	1.522285	-1.594939
cell_003701	donor_274	0.063270	-0.808268	-0.388727	1.892184	F	1.184925	0.00091	0.00071	-0.001214	0.041271	0.024011	0.016671	-1.518487	0.760935	-0.44069	1.366374	0.744661
